Month and Year,Month,Year,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,,
Nov-18,November,2018,Male,All Males,"9,795","12,331","5,325","2,311","2,583","1,115",683,"1,220","35,268",,
Nov-18,November,2018,Total,0?4 years,"2,413","2,735","1,528",580,659,88,212,322,"8,530",,
Nov-18,November,2018,Total,5?9 years,"1,753","2,406","1,211",450,485,91,120,332,"6,835",,
Nov-18,November,2018,Total,10?14 years,"1,797","1,993",973,390,385,73,75,291,"5,963",,
Nov-18,November,2018,Total,15?17 years,"2,057","1,502",803,351,445,163,104,173,"5,592",,
Nov-18,November,2018,Total,18?19 years,"1,495","1,461",599,265,376,174,95,130,"4,586",,
Nov-18,November,2018,Total,20?24 years,"2,780","3,300","1,168",556,778,301,191,307,"9,355",,
Nov-18,November,2018,Total,25?29 years,"1,684","3,104",931,534,621,224,165,235,"7,472",,
Nov-18,November,2018,Total,30?34 years,"1,770","3,292","1,050",619,678,220,155,248,"7,982",,
Nov-18,November,2018,Total,35?39 years,"1,879","3,315","1,068",653,637,243,145,260,"8,174",,
Nov-18,November,2018,Total,40?44 years,"1,758","2,850",942,531,517,194,115,244,"7,124",,
Nov-18,November,2018,Total,45?49 years,"1,602","2,447",803,462,419,189,82,217,"6,203",,
Nov-18,November,2018,Total,50?54 years,"1,145","1,654",574,277,266,167,66,160,"4,297",,
Nov-18,November,2018,Total,55?59 years,740,"1,009",359,231,169,100,51,125,"2,775",,
Nov-18,November,2018,Total,60?64 years,440,688,202,132,102,55,27,105,"1,748",,
Nov-18,November,2018,Total,65+ years,543,"1,078",226,181,81,94,26,110,"2,332",,
Nov-18,November,2018,Total,All Ages,"23,856","32,834","12,437","6,212","6,618","2,376","1,629","3,259","88,968",,
Oct-18,October,2018,Female,0?4 years,"1,205","1,265",747,282,345,44,92,148,"4,128",,
Oct-18,October,2018,Female,5?9 years,876,"1,077",585,241,226,35,61,167,"3,259",,
Oct-18,October,2018,Female,10?14 years,909,911,522,206,194,30,35,169,"2,974",,
Oct-18,October,2018,Female,15?17 years,"1,324",854,446,221,248,83,67,86,"3,324",,
Oct-18,October,2018,Female,18?19 years,930,916,359,183,232,104,64,96,"2,879",,
Oct-18,October,2018,Female,20?24 years,"1,802","2,285",778,424,540,164,116,192,"6,282",,
Oct-18,October,2018,Female,25?29 years,"1,215","2,297",678,422,450,126,110,178,"5,462",,
Oct-18,October,2018,Female,30?34 years,"1,227","2,447",701,510,505,127,92,191,"5,777",,
Oct-18,October,2018,Female,35?39 years,"1,201","2,286",666,487,404,156,81,190,"5,458",,
Oct-18,October,2018,Female,40?44 years,"1,056","1,859",569,377,329,99,62,174,"4,510",,
Oct-18,October,2018,Female,45?49 years,860,"1,542",457,280,239,99,42,133,"3,635",,
Oct-18,October,2018,Female,50?54 years,577,999,267,203,132,56,38,85,"2,351",,
Oct-18,October,2018,Female,55?59 years,381,630,178,105,85,31,28,62,"1,493",,
Oct-18,October,2018,Female,60?64 years,201,421,88,53,62,28,10,54,916,,
Oct-18,October,2018,Female,65+ years,274,642,108,103,34,44,9,57,"1,267",,
Oct-18,October,2018,Female,All Females,"14,038","20,431","7,149","4,097","4,025","1,226",907,"1,982","53,715",,
Oct-18,October,2018,Male,0?4 years,"1,223","1,398",780,305,333,45,114,147,"4,343",,
Oct-18,October,2018,Male,5?9 years,914,"1,110",612,221,242,42,54,141,"3,332",,
Oct-18,October,2018,Male,10?14 years,838,910,501,215,192,28,42,151,"2,874",,
Oct-18,October,2018,Male,15?17 years,902,672,362,147,159,64,35,65,"2,404",,
Oct-18,October,2018,Male,18?19 years,558,573,244,90,123,83,32,47,"1,747",,
Oct-18,October,2018,Male,20?24 years,969,"1,111",416,159,246,138,62,85,"3,180",,
Oct-18,October,2018,Male,25?29 years,493,796,281,116,166,92,40,44,"2,020",,
Oct-18,October,2018,Male,30?34 years,506,901,354,122,169,87,50,52,"2,233",,
Oct-18,October,2018,Male,35?39 years,620,"1,024",405,189,218,100,64,76,"2,683",,
Oct-18,October,2018,Male,40?44 years,697,"1,000",373,197,188,100,57,77,"2,680",,
Oct-18,October,2018,Male,45?49 years,725,892,394,186,177,108,48,91,"2,608",,
Oct-18,October,2018,Male,50?54 years,562,692,287,114,129,98,29,86,"1,991",,
Oct-18,October,2018,Male,55?59 years,360,452,208,100,87,59,24,70,"1,354",,
Oct-18,October,2018,Male,60?64 years,223,304,113,60,46,25,13,49,831,,
Oct-18,October,2018,Male,65+ years,264,472,131,79,43,44,16,60,"1,109",,
Oct-18,October,2018,Male,All Males,"9,854","12,307","5,461","2,300","2,518","1,113",680,"1,241","35,389",,
Oct-18,October,2018,Total,0?4 years,"2,428","2,663","1,527",587,678,89,206,295,"8,471",,
Oct-18,October,2018,Total,5?9 years,"1,790","2,187","1,197",462,468,77,115,308,"6,591",,
Oct-18,October,2018,Total,10?14 years,"1,747","1,821","1,023",421,386,58,77,320,"5,848",,
Oct-18,October,2018,Total,15?17 years,"2,226","1,526",808,368,407,147,102,151,"5,728",,
Oct-18,October,2018,Total,18?19 years,"1,488","1,489",603,273,355,187,96,143,"4,626",,
Oct-18,October,2018,Total,20?24 years,"2,771","3,396","1,194",583,786,302,178,277,"9,462",,
Oct-18,October,2018,Total,25?29 years,"1,708","3,093",959,538,616,218,150,222,"7,482",,
Oct-18,October,2018,Total,30?34 years,"1,733","3,348","1,055",632,674,214,142,243,"8,010",,
Oct-18,October,2018,Total,35?39 years,"1,821","3,310","1,071",676,622,256,145,266,"8,141",,
Oct-18,October,2018,Total,40?44 years,"1,753","2,859",942,574,517,199,119,251,"7,190",,
Oct-18,October,2018,Total,45?49 years,"1,585","2,434",851,466,416,207,90,224,"6,243",,
Oct-18,October,2018,Total,50?54 years,"1,139","1,691",554,317,261,154,67,171,"4,342",,
Oct-18,October,2018,Total,55?59 years,741,"1,082",386,205,172,90,52,132,"2,847",,
Oct-18,October,2018,Total,60?64 years,424,725,201,113,108,53,23,103,"1,747",,
Oct-18,October,2018,Total,65+ years,538,"1,114",239,182,77,88,25,117,"2,376",,
Oct-18,October,2018,Total,All Ages,"23,892","32,738","12,610","6,397","6,543","2,339","1,587","3,223","89,104",,
Sep-18,September,2018,Female,0?4 years,"1,183","1,181",707,262,317,44,90,149,"3,931",,
Sep-18,September,2018,Female,5?9 years,860,999,565,198,198,39,61,166,"3,079",,
Sep-18,September,2018,Female,10?14 years,916,869,519,187,179,29,39,143,"2,877",,
Sep-18,September,2018,Female,15?17 years,"1,144",827,453,191,255,93,74,83,"3,114",,
Sep-18,September,2018,Female,18?19 years,879,881,355,173,222,98,62,93,"2,756",,
Sep-18,September,2018,Female,20?24 years,"1,750","2,121",713,392,523,165,115,171,"5,930",,
Sep-18,September,2018,Female,25?29 years,"1,206","2,199",640,421,425,107,131,182,"5,295",,
Sep-18,September,2018,Female,30?34 years,"1,159","2,295",680,483,483,120,86,188,"5,478",,
Sep-18,September,2018,Female,35?39 years,"1,155","2,208",676,450,400,145,79,169,"5,275",,
Sep-18,September,2018,Female,40?44 years,"1,059","1,767",517,334,331,93,58,154,"4,294",,
Sep-18,September,2018,Female,45?49 years,862,"1,472",432,257,226,91,44,126,"3,497",,
Sep-18,September,2018,Female,50?54 years,559,905,268,178,136,62,40,89,"2,234",,
Sep-18,September,2018,Female,55?59 years,352,609,161,98,78,33,30,65,"1,423",,
Sep-18,September,2018,Female,60?64 years,199,390,90,58,56,30,11,61,895,,
Sep-18,September,2018,Female,65+ years,261,598,93,85,36,38,8,52,"1,170",,
Sep-18,September,2018,Female,All Females,"13,544","19,321","6,869","3,767","3,865","1,187",928,"1,891","51,248",,
Sep-18,September,2018,Male,0?4 years,"1,242","1,334",748,270,318,49,116,158,"4,226",,
Sep-18,September,2018,Male,5?9 years,923,"1,072",564,209,211,47,56,132,"3,212",,
Sep-18,September,2018,Male,10?14 years,861,905,457,185,186,32,38,150,"2,811",,
Sep-18,September,2018,Male,15?17 years,803,631,332,135,167,62,43,66,"2,234",,
Sep-18,September,2018,Male,18?19 years,550,541,232,88,122,83,31,51,"1,696",,
Sep-18,September,2018,Male,20?24 years,933,"1,049",404,165,248,121,62,68,"3,043",,
Sep-18,September,2018,Male,25?29 years,446,797,249,104,140,88,39,44,"1,900",,
Sep-18,September,2018,Male,30?34 years,486,850,321,112,190,94,47,58,"2,148",,
Sep-18,September,2018,Male,35?39 years,631,940,400,175,206,104,64,74,"2,580",,
Sep-18,September,2018,Male,40?44 years,668,960,387,179,180,94,54,73,"2,584",,
Sep-18,September,2018,Male,45?49 years,701,898,374,153,182,107,45,96,"2,542",,
Sep-18,September,2018,Male,50?54 years,556,628,270,116,129,96,34,88,"1,909",,
Sep-18,September,2018,Male,55?59 years,353,418,195,86,86,54,22,65,"1,275",,
Sep-18,September,2018,Male,60?64 years,205,267,96,61,41,29,12,49,759,,
Sep-18,September,2018,Male,65+ years,236,470,109,87,43,42,20,61,"1,067",,
Sep-18,September,2018,Male,All Males,"9,594","11,760","5,138","2,125","2,449","1,102",683,"1,233","33,986",,
Sep-18,September,2018,Total,0?4 years,"2,425","2,515","1,455",532,635,93,206,307,"8,157",,
Sep-18,September,2018,Total,5?9 years,"1,783","2,071","1,129",407,409,86,117,298,"6,291",,
Sep-18,September,2018,Total,10?14 years,"1,777","1,774",976,372,365,61,77,293,"5,688",,
Sep-18,September,2018,Total,15?17 years,"1,947","1,458",785,326,422,155,117,149,"5,348",,
Sep-18,September,2018,Total,18?19 years,"1,429","1,422",587,261,344,181,93,144,"4,452",,
Sep-18,September,2018,Total,20?24 years,"2,683","3,170","1,117",557,771,286,177,239,"8,973",,
Sep-18,September,2018,Total,25?29 years,"1,652","2,996",889,525,565,195,170,226,"7,195",,
Sep-18,September,2018,Total,30?34 years,"1,645","3,145","1,001",595,673,214,133,246,"7,626",,
Sep-18,September,2018,Total,35?39 years,"1,786","3,148","1,076",625,606,249,143,243,"7,855",,
Sep-18,September,2018,Total,40?44 years,"1,727","2,727",904,513,511,187,112,227,"6,878",,
Sep-18,September,2018,Total,45?49 years,"1,563","2,370",806,410,408,198,89,222,"6,039",,
Sep-18,September,2018,Total,50?54 years,"1,115","1,533",538,294,265,158,74,177,"4,143",,
Sep-18,September,2018,Total,55?59 years,705,"1,027",356,184,164,87,52,130,"2,698",,
Sep-18,September,2018,Total,60?64 years,404,657,186,119,97,59,23,110,"1,654",,
Sep-18,September,2018,Total,65+ years,497,"1,068",202,172,79,80,28,113,"2,237",,
Sep-18,September,2018,Total,All Ages,"23,138","31,081","12,007","5,892","6,314","2,289","1,611","3,124","85,234",,
Aug-18,August,2018,Female,0?4 years,"1,195","1,198",687,282,289,43,87,150,"3,929",,
Aug-18,August,2018,Female,5?9 years,927,"1,052",552,226,194,32,63,169,"3,207",,
Aug-18,August,2018,Female,10?14 years,971,892,514,183,167,25,40,137,"2,928",,
Aug-18,August,2018,Female,15?17 years,"1,204",865,426,213,258,86,79,88,"3,212",,
Aug-18,August,2018,Female,18?19 years,906,916,355,167,220,94,71,88,"2,812",,
Aug-18,August,2018,Female,20?24 years,"1,836","2,271",705,387,534,169,119,186,"6,191",,
Aug-18,August,2018,Female,25?29 years,"1,249","2,276",660,411,412,116,131,179,"5,411",,
Aug-18,August,2018,Female,30?34 years,"1,208","2,367",683,482,497,121,83,197,"5,627",,
Aug-18,August,2018,Female,35?39 years,"1,191","2,298",681,427,398,138,86,172,"5,378",,
Aug-18,August,2018,Female,40?44 years,"1,040","1,865",540,356,318,100,60,174,"4,437",,
Aug-18,August,2018,Female,45?49 years,865,"1,559",433,264,222,93,38,135,"3,603",,
Aug-18,August,2018,Female,50?54 years,569,972,275,170,138,68,48,108,"2,339",,
Aug-18,August,2018,Female,55?59 years,387,636,165,106,78,35,30,71,"1,503",,
Aug-18,August,2018,Female,60?64 years,203,413,92,63,56,33,9,55,924,,
Aug-18,August,2018,Female,65+ years,262,650,95,99,37,36,10,44,"1,231",,
Aug-18,August,2018,Female,All Females,"14,013","20,230","6,863","3,836","3,818","1,189",954,"1,953","52,732",,
Aug-18,August,2018,Male,0?4 years,"1,291","1,373",733,281,286,52,119,153,"4,284",,
Aug-18,August,2018,Male,5?9 years,967,"1,110",534,234,198,30,60,150,"3,278",,
Aug-18,August,2018,Male,10?14 years,865,924,450,211,195,34,36,143,"2,855",,
Aug-18,August,2018,Male,15?17 years,806,668,321,142,164,59,49,66,"2,274",,
Aug-18,August,2018,Male,18?19 years,554,572,224,98,133,73,32,44,"1,725",,
Aug-18,August,2018,Male,20?24 years,934,"1,089",444,164,269,126,59,68,"3,146",,
Aug-18,August,2018,Male,25?29 years,456,837,284,113,134,79,41,46,"1,985",,
Aug-18,August,2018,Male,30?34 years,514,877,341,115,182,101,45,65,"2,232",,
Aug-18,August,2018,Male,35?39 years,652,"1,053",427,173,212,100,61,78,"2,745",,
Aug-18,August,2018,Male,40?44 years,699,"1,035",412,196,181,90,52,76,"2,730",,
Aug-18,August,2018,Male,45?49 years,710,939,376,180,177,102,45,96,"2,618",,
Aug-18,August,2018,Male,50?54 years,560,650,275,121,135,87,35,85,"1,939",,
Aug-18,August,2018,Male,55?59 years,368,462,183,94,80,58,24,64,"1,330",,
Aug-18,August,2018,Male,60?64 years,218,281,97,68,37,26,13,51,788,,
Aug-18,August,2018,Male,65+ years,252,501,104,84,41,41,17,61,"1,098",,
Aug-18,August,2018,Male,All Males,"9,846","12,371","5,205","2,274","2,424","1,058",688,"1,246","35,027",,
Aug-18,August,2018,Total,0?4 years,"2,486","2,571","1,420",563,575,95,206,303,"8,213",,
Aug-18,August,2018,Total,5?9 years,"1,894","2,162","1,086",460,392,62,123,319,"6,485",,
Aug-18,August,2018,Total,10?14 years,"1,836","1,816",964,394,362,59,76,280,"5,783",,
Aug-18,August,2018,Total,15?17 years,"2,010","1,533",747,355,422,145,128,154,"5,486",,
Aug-18,August,2018,Total,18?19 years,"1,460","1,488",579,265,353,167,103,132,"4,537",,
Aug-18,August,2018,Total,20?24 years,"2,770","3,360","1,149",551,803,295,178,254,"9,337",,
Aug-18,August,2018,Total,25?29 years,"1,705","3,113",944,524,546,195,172,225,"7,396",,
Aug-18,August,2018,Total,30?34 years,"1,722","3,244","1,024",597,679,222,128,262,"7,859",,
Aug-18,August,2018,Total,35?39 years,"1,843","3,351","1,108",600,610,238,147,250,"8,123",,
Aug-18,August,2018,Total,40?44 years,"1,739","2,900",952,552,499,190,112,250,"7,167",,
Aug-18,August,2018,Total,45?49 years,"1,575","2,498",809,444,399,195,83,231,"6,221",,
Aug-18,August,2018,Total,50?54 years,"1,129","1,622",550,291,273,155,83,193,"4,278",,
Aug-18,August,2018,Total,55?59 years,755,"1,098",348,200,158,93,54,135,"2,833",,
Aug-18,August,2018,Total,60?64 years,421,694,189,131,93,59,22,106,"1,712",,
Aug-18,August,2018,Total,65+ years,514,"1,151",199,183,78,77,27,105,"2,329",,
Aug-18,August,2018,Total,All Ages,"23,859","32,601","12,068","6,110","6,242","2,247","1,642","3,199","87,759",,
Jul-18,July,2018,Female,0?4 years,"1,176","1,234",655,267,290,36,91,135,"3,880",,
Jul-18,July,2018,Female,5?9 years,912,"1,037",547,233,221,38,64,149,"3,195",,
Jul-18,July,2018,Female,10?14 years,904,928,465,189,175,28,40,125,"2,853",,
Jul-18,July,2018,Female,15?17 years,"1,150",861,435,230,262,88,54,89,"3,165",,
Jul-18,July,2018,Female,18?19 years,878,899,332,176,219,85,67,86,"2,736",,
Jul-18,July,2018,Female,20?24 years,"1,771","2,344",693,376,510,166,117,173,"6,140",,
Jul-18,July,2018,Female,25?29 years,"1,216","2,401",605,388,427,107,118,166,"5,407",,
Jul-18,July,2018,Female,30?34 years,"1,200","2,430",654,467,497,109,92,167,"5,600",,
Jul-18,July,2018,Female,35?39 years,"1,200","2,408",665,417,381,133,91,166,"5,445",,
Jul-18,July,2018,Female,40?44 years,995,"1,994",547,364,323,98,57,161,"4,530",,
Jul-18,July,2018,Female,45?49 years,866,"1,668",423,263,224,95,40,141,"3,714",,
Jul-18,July,2018,Female,50?54 years,560,"1,024",275,197,138,66,43,104,"2,406",,
Jul-18,July,2018,Female,55?59 years,383,650,163,108,73,31,24,68,"1,497",,
Jul-18,July,2018,Female,60?64 years,207,396,84,63,58,20,12,52,892,,
Jul-18,July,2018,Female,65+ years,269,689,99,78,32,33,10,43,"1,253",,
Jul-18,July,2018,Female,All Females,"13,687","20,963","6,642","3,816","3,830","1,133",920,"1,825","52,713",,
Jul-18,July,2018,Male,0?4 years,"1,232","1,353",711,277,286,50,119,138,"4,162",,
Jul-18,July,2018,Male,5?9 years,939,"1,111",542,239,186,27,56,143,"3,238",,
Jul-18,July,2018,Male,10?14 years,858,935,451,200,193,34,34,121,"2,820",,
Jul-18,July,2018,Male,15?17 years,762,662,324,123,161,55,44,59,"2,188",,
Jul-18,July,2018,Male,18?19 years,542,548,219,98,134,75,30,48,"1,693",,
Jul-18,July,2018,Male,20?24 years,933,"1,071",410,147,266,123,64,63,"3,069",,
Jul-18,July,2018,Male,25?29 years,457,797,265,103,155,87,46,45,"1,948",,
Jul-18,July,2018,Male,30?34 years,491,862,299,126,181,89,42,58,"2,142",,
Jul-18,July,2018,Male,35?39 years,667,988,392,160,210,100,59,77,"2,644",,
Jul-18,July,2018,Male,40?44 years,684,"1,008",405,205,186,100,54,76,"2,709",,
Jul-18,July,2018,Male,45?49 years,672,906,367,192,179,96,45,87,"2,536",,
Jul-18,July,2018,Male,50?54 years,574,616,273,135,148,78,31,82,"1,929",,
Jul-18,July,2018,Male,55?59 years,377,432,171,86,93,57,22,57,"1,290",,
Jul-18,July,2018,Male,60?64 years,222,281,109,68,40,25,15,50,809,,
Jul-18,July,2018,Male,65+ years,255,470,107,77,40,42,16,60,"1,064",,
Jul-18,July,2018,Male,All Males,"9,665","12,040","5,045","2,236","2,458","1,038",677,"1,164","34,241",,
Jul-18,July,2018,Total,0?4 years,"2,408","2,587","1,366",544,576,86,210,273,"8,042",,
Jul-18,July,2018,Total,5?9 years,"1,851","2,148","1,089",472,407,65,120,292,"6,433",,
Jul-18,July,2018,Total,10?14 years,"1,762","1,863",916,389,368,62,74,246,"5,673",,
Jul-18,July,2018,Total,15?17 years,"1,912","1,523",759,353,423,143,98,148,"5,353",,
Jul-18,July,2018,Total,18?19 years,"1,420","1,447",551,274,353,160,97,134,"4,429",,
Jul-18,July,2018,Total,20?24 years,"2,704","3,415","1,103",523,776,289,181,236,"9,209",,
Jul-18,July,2018,Total,25?29 years,"1,673","3,198",870,491,582,194,164,211,"7,355",,
Jul-18,July,2018,Total,30?34 years,"1,691","3,292",953,593,678,198,134,225,"7,742",,
Jul-18,July,2018,Total,35?39 years,"1,867","3,396","1,057",577,591,233,150,243,"8,089",,
Jul-18,July,2018,Total,40?44 years,"1,679","3,002",952,569,509,198,111,237,"7,239",,
Jul-18,July,2018,Total,45?49 years,"1,538","2,574",790,455,403,191,85,228,"6,250",,
Jul-18,July,2018,Total,50?54 years,"1,134","1,640",548,332,286,144,74,186,"4,335",,
Jul-18,July,2018,Total,55?59 years,760,"1,082",334,194,166,88,46,125,"2,787",,
Jul-18,July,2018,Total,60?64 years,429,677,193,131,98,45,27,102,"1,701",,
Jul-18,July,2018,Total,65+ years,524,"1,159",206,155,72,75,26,103,"2,317",,
Jul-18,July,2018,Total,All Ages,"23,352","33,003","11,687","6,052","6,288","2,171","1,597","2,989","86,954",,
Jun-18,June,2018,Female,0?4 years,"1,202","1,216",674,247,302,44,92,137,"3,909",,
Jun-18,June,2018,Female,5?9 years,871,"1,009",550,224,204,39,65,157,"3,113",,
Jun-18,June,2018,Female,10?14 years,941,919,475,184,185,34,46,142,"2,923",,
Jun-18,June,2018,Female,15?17 years,"1,151",864,436,212,256,89,62,104,"3,167",,
Jun-18,June,2018,Female,18?19 years,908,913,311,175,226,87,64,74,"2,753",,
Jun-18,June,2018,Female,20?24 years,"1,782","2,319",717,369,521,173,117,168,"6,154",,
Jun-18,June,2018,Female,25?29 years,"1,187","2,311",646,399,417,109,116,169,"5,333",,
Jun-18,June,2018,Female,30?34 years,"1,196","2,487",692,471,482,102,86,166,"5,663",,
Jun-18,June,2018,Female,35?39 years,"1,200","2,442",673,399,396,125,91,171,"5,476",,
Jun-18,June,2018,Female,40?44 years,"1,006","2,017",562,359,320,93,63,164,"4,571",,
Jun-18,June,2018,Female,45?49 years,883,"1,712",430,261,227,97,36,140,"3,781",,
Jun-18,June,2018,Female,50?54 years,565,"1,018",275,172,130,63,40,90,"2,353",,
Jun-18,June,2018,Female,55?59 years,366,632,173,97,92,35,23,63,"1,479",,
Jun-18,June,2018,Female,60?64 years,205,427,89,62,62,19,11,53,927,,
Jun-18,June,2018,Female,65+ years,230,716,93,81,34,31,11,45,"1,241",,
Jun-18,June,2018,Female,All Females,"13,693","21,002","6,796","3,712","3,854","1,140",923,"1,843","52,843",,
Jun-18,June,2018,Male,0?4 years,"1,255","1,352",759,262,285,43,120,156,"4,228",,
Jun-18,June,2018,Male,5?9 years,931,"1,105",547,234,190,35,56,155,"3,247",,
Jun-18,June,2018,Male,10?14 years,836,937,465,186,177,37,33,128,"2,796",,
Jun-18,June,2018,Male,15?17 years,769,687,308,137,176,52,44,73,"2,245",,
Jun-18,June,2018,Male,18?19 years,569,532,214,108,141,75,33,45,"1,711",,
Jun-18,June,2018,Male,20?24 years,965,"1,034",389,149,278,121,65,55,"3,045",,
Jun-18,June,2018,Male,25?29 years,449,763,246,103,159,80,39,43,"1,872",,
Jun-18,June,2018,Male,30?34 years,501,813,315,132,187,97,44,59,"2,139",,
Jun-18,June,2018,Male,35?39 years,660,980,396,172,216,110,51,83,"2,660",,
