Month and Year,Month,Year,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,,
Sep-21,September,2021,Female,15?17 years,"1,058",744,481,203,267,90,75,117,"3,027",,
Sep-21,September,2021,Female,18?19 years,"1,057",839,412,219,238,116,71,129,"3,072",,
Sep-21,September,2021,Female,20?24 years,"1,982","2,169",972,455,533,206,126,218,"6,641",,
Sep-21,September,2021,Female,25?29 years,"1,306","2,271",817,464,440,181,118,228,"5,815",,
Sep-21,September,2021,Female,30?34 years,"1,272","2,499",839,559,449,153,124,247,"6,124",,
Sep-21,September,2021,Female,35?39 years,"1,256","2,400",812,552,419,148,114,257,"5,940",,
Sep-21,September,2021,Female,40?44 years,"1,053","2,120",637,466,314,115,104,175,"4,977",,
Sep-21,September,2021,Female,45?49 years,826,"1,570",470,289,231,97,62,142,"3,683",,
Sep-21,September,2021,Female,50?54 years,593,"1,111",351,251,164,80,26,102,"2,676",,
Sep-21,September,2021,Female,55?59 years,394,671,221,147,92,51,25,79,"1,679",,
Sep-21,September,2021,Female,60?64 years,260,453,134,94,69,40,15,53,"1,118",,
Sep-21,September,2021,Female,65+ years,326,628,154,124,45,78,13,64,"1,432",,
Sep-21,September,2021,Female,All Females,"14,433","20,560","8,093","4,595","3,927","1,479","1,096","2,279","56,360",,
Sep-21,September,2021,Male,0?4 years,"1,225","1,163",776,284,287,58,77,161,"4,026",,
Sep-21,September,2021,Male,5?9 years,997,"1,082",678,253,206,43,82,158,"3,499",,
Sep-21,September,2021,Male,10?14 years,873,865,519,271,185,50,57,184,"3,004",,
Sep-21,September,2021,Male,15?17 years,661,537,328,139,137,54,53,84,"1,989",,
Sep-21,September,2021,Male,18?19 years,540,500,245,75,119,54,45,39,"1,613",,
Sep-21,September,2021,Male,20?24 years,"1,020","1,003",429,178,231,122,61,60,"3,101",,
Sep-21,September,2021,Male,25?29 years,494,955,274,119,165,97,49,62,"2,212",,
Sep-21,September,2021,Male,30?34 years,475,"1,091",332,132,166,82,53,74,"2,400",,
Sep-21,September,2021,Male,35?39 years,591,"1,258",387,173,195,104,59,77,"2,837",,
Sep-21,September,2021,Male,40?44 years,653,"1,256",394,166,193,122,67,80,"2,928",,
Sep-21,September,2021,Male,45?49 years,650,"1,175",406,183,181,111,62,70,"2,831",,
Sep-21,September,2021,Male,50?54 years,506,913,319,163,140,96,64,96,"2,293",,
Sep-21,September,2021,Male,55?59 years,333,555,207,117,100,79,33,81,"1,503",,
Sep-21,September,2021,Male,60?64 years,204,306,146,79,53,53,23,53,916,,
Sep-21,September,2021,Male,65+ years,242,498,162,98,72,90,31,83,"1,275",,
Sep-21,September,2021,Male,All Males,"9,464","13,157","5,602","2,430","2,430","1,215",816,"1,362","36,427",,
Sep-21,September,2021,Total,0?4 years,"2,406","2,328","1,483",603,532,112,160,295,"7,913",,
Sep-21,September,2021,Total,5?9 years,"1,941","2,150","1,261",480,425,74,167,325,"6,821",,
Sep-21,September,2021,Total,10?14 years,"1,798","1,717","1,022",497,387,89,112,351,"5,971",,
Sep-21,September,2021,Total,15?17 years,"1,719","1,281",809,342,404,144,128,201,"5,016",,
Sep-21,September,2021,Total,18?19 years,"1,597","1,339",657,294,357,170,116,168,"4,685",,
Sep-21,September,2021,Total,20?24 years,"3,002","3,172","1,401",633,764,328,187,278,"9,742",,
Sep-21,September,2021,Total,25?29 years,"1,800","3,226","1,091",583,605,278,167,290,"8,027",,
Sep-21,September,2021,Total,30?34 years,"1,747","3,590","1,171",691,615,235,177,321,"8,524",,
Sep-21,September,2021,Total,35?39 years,"1,847","3,658","1,199",725,614,252,173,334,"8,777",,
Sep-21,September,2021,Total,40?44 years,"1,706","3,376","1,031",632,507,237,171,255,"7,905",,
Sep-21,September,2021,Total,45?49 years,"1,476","2,745",876,472,412,208,124,212,"6,514",,
Sep-21,September,2021,Total,50?54 years,"1,099","2,024",670,414,304,176,90,198,"4,969",,
Sep-21,September,2021,Total,55?59 years,727,"1,226",428,264,192,130,58,160,"3,182",,
Sep-21,September,2021,Total,60?64 years,464,759,280,173,122,93,38,106,"2,034",,
Sep-21,September,2021,Total,65+ years,568,"1,126",316,222,117,168,44,147,"2,707",,
Sep-21,September,2021,Total,All Ages,"23,897","33,717","13,695","7,025","6,357","2,694","1,912","3,641","92,787",,
Aug-21,August,2021,Female,0?4 years,"1,167","1,204",703,291,238,60,85,129,"3,877",,
Aug-21,August,2021,Female,5?9 years,959,"1,076",595,200,201,37,80,140,"3,287",,
Aug-21,August,2021,Female,10?14 years,995,867,500,198,185,52,51,160,"3,006",,
Aug-21,August,2021,Female,15?17 years,"1,089",770,485,227,259,89,86,106,"3,104",,
Aug-21,August,2021,Female,18?19 years,"1,010",854,408,203,215,110,64,126,"2,984",,
Aug-21,August,2021,Female,20?24 years,"2,028","2,190",973,443,514,210,114,193,"6,650",,
Aug-21,August,2021,Female,25?29 years,"1,294","2,320",816,452,423,172,116,209,"5,791",,
Aug-21,August,2021,Female,30?34 years,"1,281","2,508",840,571,450,156,112,203,"6,105",,
Aug-21,August,2021,Female,35?39 years,"1,233","2,472",833,536,418,157,113,225,"5,973",,
Aug-21,August,2021,Female,40?44 years,"1,067","2,116",647,464,309,136,100,182,"5,007",,
Aug-21,August,2021,Female,45?49 years,835,"1,590",495,294,226,106,63,143,"3,746",,
Aug-21,August,2021,Female,50?54 years,636,"1,133",342,238,161,72,25,92,"2,697",,
Aug-21,August,2021,Female,55?59 years,397,662,203,152,98,44,25,78,"1,656",,
Aug-21,August,2021,Female,60?64 years,247,465,126,92,62,44,12,53,"1,100",,
Aug-21,August,2021,Female,65+ years,333,662,170,134,39,70,14,58,"1,480",,
Aug-21,August,2021,Female,All Females,"14,571","20,889","8,136","4,495","3,798","1,515","1,060","2,097","56,463",,
Aug-21,August,2021,Male,0?4 years,"1,213","1,183",784,295,280,56,75,140,"4,021",,
Aug-21,August,2021,Male,5?9 years,"1,023","1,131",679,240,197,54,80,148,"3,550",,
Aug-21,August,2021,Male,10?14 years,850,917,518,245,163,50,57,171,"2,970",,
Aug-21,August,2021,Male,15?17 years,712,582,331,133,122,56,54,86,"2,073",,
Aug-21,August,2021,Male,18?19 years,540,495,231,73,119,48,45,42,"1,590",,
Aug-21,August,2021,Male,20?24 years,"1,018","1,011",411,170,212,118,54,60,"3,049",,
Aug-21,August,2021,Male,25?29 years,494,996,297,119,169,107,53,61,"2,292",,
Aug-21,August,2021,Male,30?34 years,472,"1,064",339,115,156,83,48,70,"2,340",,
Aug-21,August,2021,Male,35?39 years,570,"1,189",427,181,189,107,56,79,"2,794",,
Aug-21,August,2021,Male,40?44 years,652,"1,268",419,172,175,118,65,75,"2,942",,
Aug-21,August,2021,Male,45?49 years,645,"1,122",422,179,184,122,54,76,"2,796",,
Aug-21,August,2021,Male,50?54 years,501,873,310,171,143,97,59,91,"2,242",,
Aug-21,August,2021,Male,55?59 years,349,578,199,119,90,75,34,81,"1,523",,
Aug-21,August,2021,Male,60?64 years,192,330,151,72,56,47,16,53,916,,
Aug-21,August,2021,Male,65+ years,255,524,159,96,72,75,28,77,"1,284",,
Aug-21,August,2021,Male,All Males,"9,486","13,263","5,677","2,380","2,327","1,213",778,"1,310","36,382",,
Aug-21,August,2021,Total,0?4 years,"2,380","2,387","1,487",586,518,116,160,269,"7,898",,
Aug-21,August,2021,Total,5?9 years,"1,982","2,207","1,274",440,398,91,160,288,"6,837",,
Aug-21,August,2021,Total,10?14 years,"1,845","1,784","1,018",443,348,102,108,331,"5,976",,
Aug-21,August,2021,Total,15?17 years,"1,801","1,352",816,360,381,145,140,192,"5,177",,
Aug-21,August,2021,Total,18?19 years,"1,550","1,349",639,276,334,158,109,168,"4,574",,
Aug-21,August,2021,Total,20?24 years,"3,046","3,201","1,384",613,726,328,168,253,"9,699",,
Aug-21,August,2021,Total,25?29 years,"1,788","3,316","1,113",571,592,279,169,270,"8,083",,
Aug-21,August,2021,Total,30?34 years,"1,753","3,572","1,179",686,606,239,160,273,"8,445",,
Aug-21,August,2021,Total,35?39 years,"1,803","3,661","1,260",717,607,264,169,304,"8,767",,
Aug-21,August,2021,Total,40?44 years,"1,719","3,384","1,066",636,484,254,165,257,"7,949",,
Aug-21,August,2021,Total,45?49 years,"1,480","2,712",917,473,410,228,117,219,"6,542",,
Aug-21,August,2021,Total,50?54 years,"1,137","2,006",652,409,304,169,84,183,"4,939",,
Aug-21,August,2021,Total,55?59 years,746,"1,240",402,271,188,119,59,159,"3,179",,
Aug-21,August,2021,Total,60?64 years,439,795,277,164,118,91,28,106,"2,016",,
Aug-21,August,2021,Total,65+ years,588,"1,186",329,230,111,145,42,135,"2,764",,
Aug-21,August,2021,Total,All Ages,"24,057","34,152","13,813","6,875","6,125","2,728","1,838","3,407","92,845",,
Jul-21,July,2021,Female,0?4 years,"1,166","1,205",711,281,234,62,86,131,"3,871",,
Jul-21,July,2021,Female,5?9 years,974,"1,101",608,213,187,42,84,130,"3,338",,
Jul-21,July,2021,Female,10?14 years,"1,024",857,562,216,176,46,51,169,"3,099",,
Jul-21,July,2021,Female,15?17 years,"1,099",795,467,224,212,86,85,105,"3,067",,
Jul-21,July,2021,Female,18?19 years,"1,080",851,418,186,188,110,59,124,"3,011",,
Jul-21,July,2021,Female,20?24 years,"2,064","2,184",962,448,443,215,122,221,"6,640",,
Jul-21,July,2021,Female,25?29 years,"1,297","2,310",761,453,336,168,104,214,"5,628",,
Jul-21,July,2021,Female,30?34 years,"1,279","2,551",836,562,349,159,113,222,"6,057",,
Jul-21,July,2021,Female,35?39 years,"1,263","2,483",801,548,321,154,117,256,"5,923",,
Jul-21,July,2021,Female,40?44 years,"1,052","2,152",655,458,236,126,98,185,"4,952",,
Jul-21,July,2021,Female,45?49 years,818,"1,644",478,304,186,99,63,144,"3,731",,
Jul-21,July,2021,Female,50?54 years,639,"1,164",338,235,124,82,29,94,"2,703",,
Jul-21,July,2021,Female,55?59 years,406,708,214,150,72,34,26,86,"1,696",,
Jul-21,July,2021,Female,60?64 years,252,453,126,97,43,33,10,44,"1,057",,
Jul-21,July,2021,Female,65+ years,349,678,153,125,29,68,15,59,"1,476",,
Jul-21,July,2021,Female,All Females,"14,762","21,136","8,090","4,500","3,136","1,484","1,062","2,184","56,249",,
Jul-21,July,2021,Male,0?4 years,"1,195","1,177",806,262,280,51,72,126,"3,966",,
Jul-21,July,2021,Male,5?9 years,"1,004","1,122",711,230,199,60,81,149,"3,554",,
Jul-21,July,2021,Male,10?14 years,872,961,532,264,153,52,53,168,"3,052",,
Jul-21,July,2021,Male,15?17 years,725,583,343,131,119,53,51,77,"2,078",,
Jul-21,July,2021,Male,18?19 years,564,489,225,74,108,45,37,41,"1,580",,
Jul-21,July,2021,Male,20?24 years,"1,022","1,013",392,162,171,130,60,60,"3,008",,
Jul-21,July,2021,Male,25?29 years,526,914,278,114,146,97,51,56,"2,178",,
Jul-21,July,2021,Male,30?34 years,476,"1,028",322,134,139,82,42,65,"2,285",,
Jul-21,July,2021,Male,35?39 years,539,"1,126",375,190,165,106,58,81,"2,635",,
Jul-21,July,2021,Male,40?44 years,668,"1,227",398,174,168,117,66,84,"2,896",,
Jul-21,July,2021,Male,45?49 years,631,"1,096",369,195,159,114,61,87,"2,704",,
Jul-21,July,2021,Male,50?54 years,510,860,318,146,117,93,53,94,"2,189",,
Jul-21,July,2021,Male,55?59 years,368,572,210,115,73,66,32,83,"1,517",,
Jul-21,July,2021,Male,60?64 years,205,328,154,61,37,44,16,55,900,,
Jul-21,July,2021,Male,65+ years,280,534,165,98,55,77,25,83,"1,317",,
Jul-21,July,2021,Male,All Males,"9,585","13,030","5,598","2,350","2,089","1,187",758,"1,309","35,859",,
Jul-21,July,2021,Total,0?4 years,"2,361","2,382","1,517",543,514,113,158,257,"7,837",,
Jul-21,July,2021,Total,5?9 years,"1,978","2,223","1,319",443,386,102,165,279,"6,892",,
Jul-21,July,2021,Total,10?14 years,"1,896","1,818","1,094",480,329,98,104,337,"6,151",,
Jul-21,July,2021,Total,15?17 years,"1,824","1,378",810,355,331,139,136,182,"5,145",,
Jul-21,July,2021,Total,18?19 years,"1,644","1,340",643,260,296,155,96,165,"4,591",,
Jul-21,July,2021,Total,20?24 years,"3,086","3,197","1,354",610,614,345,182,281,"9,648",,
Jul-21,July,2021,Total,25?29 years,"1,823","3,224","1,039",567,482,265,155,270,"7,806",,
Jul-21,July,2021,Total,30?34 years,"1,755","3,579","1,158",696,488,241,155,287,"8,342",,
Jul-21,July,2021,Total,35?39 years,"1,802","3,609","1,176",738,486,260,175,337,"8,558",,
Jul-21,July,2021,Total,40?44 years,"1,720","3,379","1,053",632,404,243,164,269,"7,848",,
Jul-21,July,2021,Total,45?49 years,"1,449","2,740",847,499,345,213,124,231,"6,435",,
Jul-21,July,2021,Total,50?54 years,"1,149","2,024",656,381,241,175,82,188,"4,892",,
Jul-21,July,2021,Total,55?59 years,774,"1,280",424,265,145,100,58,169,"3,213",,
Jul-21,July,2021,Total,60?64 years,457,781,280,158,80,77,26,99,"1,957",,
Jul-21,July,2021,Total,65+ years,629,"1,212",318,223,84,145,40,142,"2,793",,
Jul-21,July,2021,Total,All Ages,"24,347","34,166","13,688","6,850","5,225","2,671","1,820","3,493","92,108",,
Jun-21,June,2021,Female,0?4 years,"1,191","1,215",724,313,259,59,86,140,"3,982",,
Jun-21,June,2021,Female,5?9 years,967,"1,102",634,216,216,45,85,131,"3,393",,
Jun-21,June,2021,Female,10?14 years,"1,076",887,560,231,213,48,52,170,"3,236",,
Jun-21,June,2021,Female,15?17 years,"1,119",811,462,233,258,88,81,105,"3,154",,
Jun-21,June,2021,Female,18?19 years,"1,092",855,432,204,240,116,59,114,"3,106",,
Jun-21,June,2021,Female,20?24 years,"2,053","2,173","1,005",442,545,217,128,223,"6,771",,
Jun-21,June,2021,Female,25?29 years,"1,309","2,343",810,466,417,180,114,200,"5,822",,
Jun-21,June,2021,Female,30?34 years,"1,300","2,536",878,572,464,164,107,197,"6,200",,
Jun-21,June,2021,Female,35?39 years,"1,281","2,518",791,572,411,157,114,244,"6,076",,
Jun-21,June,2021,Female,40?44 years,"1,065","2,125",666,453,309,118,90,185,"4,996",,
Jun-21,June,2021,Female,45?49 years,872,"1,655",509,286,246,101,66,133,"3,861",,
Jun-21,June,2021,Female,50?54 years,648,"1,139",339,229,156,77,28,97,"2,711",,
Jun-21,June,2021,Female,55?59 years,411,713,199,143,78,35,27,91,"1,697",,
Jun-21,June,2021,Female,60?64 years,266,449,115,108,59,32,11,47,"1,087",,
Jun-21,June,2021,Female,65+ years,360,694,148,127,47,70,13,62,"1,520",,
Jun-21,June,2021,Female,All Females,"15,010","21,215","8,272","4,595","3,918","1,507","1,061","2,139","57,612",,
Jun-21,June,2021,Male,0?4 years,"1,215","1,174",832,289,294,42,75,121,"4,041",,
Jun-21,June,2021,Male,5?9 years,"1,023","1,138",703,247,217,61,83,145,"3,617",,
Jun-21,June,2021,Male,10?14 years,927,971,524,266,196,38,50,203,"3,173",,
Jun-21,June,2021,Male,15?17 years,798,620,365,153,140,54,54,100,"2,283",,
Jun-21,June,2021,Male,18?19 years,582,523,234,86,137,59,34,37,"1,688",,
Jun-21,June,2021,Male,20?24 years,"1,014",988,412,158,228,132,57,51,"3,036",,
Jun-21,June,2021,Male,25?29 years,511,914,281,115,152,98,49,55,"2,173",,
Jun-21,June,2021,Male,30?34 years,467,981,347,136,162,77,40,51,"2,257",,
Jun-21,June,2021,Male,35?39 years,564,"1,118",375,183,200,106,59,75,"2,674",,
Jun-21,June,2021,Male,40?44 years,638,"1,150",413,169,196,110,69,85,"2,822",,
Jun-21,June,2021,Male,45?49 years,625,"1,050",371,174,186,116,60,84,"2,660",,
Jun-21,June,2021,Male,50?54 years,513,860,329,147,130,89,58,104,"2,224",,
Jun-21,June,2021,Male,55?59 years,362,559,212,119,86,67,33,81,"1,516",,
Jun-21,June,2021,Male,60?64 years,202,328,140,72,49,44,18,53,906,,
Jun-21,June,2021,Male,65+ years,266,509,152,96,69,65,26,86,"1,269",,
Jun-21,June,2021,Male,All Males,"9,707","12,883","5,690","2,410","2,442","1,158",765,"1,331","36,339",,
Jun-21,June,2021,Total,0?4 years,"2,406","2,389","1,556",602,553,101,161,261,"8,023",,
Jun-21,June,2021,Total,5?9 years,"1,990","2,240","1,337",463,433,106,168,276,"7,010",,
Jun-21,June,2021,Total,10?14 years,"2,003","1,858","1,084",497,409,86,102,373,"6,409",,
Jun-21,June,2021,Total,15?17 years,"1,917","1,431",827,386,398,142,135,205,"5,437",,
Jun-21,June,2021,Total,18?19 years,"1,674","1,378",666,290,377,175,93,151,"4,794",,
Jun-21,June,2021,Total,20?24 years,"3,067","3,161","1,417",600,773,349,185,274,"9,807",,
Jun-21,June,2021,Total,25?29 years,"1,820","3,257","1,091",581,569,278,163,255,"7,995",,
Jun-21,June,2021,Total,30?34 years,"1,767","3,517","1,225",708,626,241,147,248,"8,457",,
Jun-21,June,2021,Total,35?39 years,"1,845","3,636","1,166",755,611,263,173,319,"8,750",,
Jun-21,June,2021,Total,40?44 years,"1,703","3,275","1,079",622,505,228,159,270,"7,818",,
Jun-21,June,2021,Total,45?49 years,"1,497","2,705",880,460,432,217,126,217,"6,521",,
Jun-21,June,2021,Total,50?54 years,"1,161","1,999",668,376,286,166,86,201,"4,935",,
Jun-21,June,2021,Total,55?59 years,773,"1,272",411,262,164,102,60,172,"3,213",,
Jun-21,June,2021,Total,60?64 years,468,777,255,180,108,76,29,100,"1,993",,
Jun-21,June,2021,Total,65+ years,626,"1,203",300,223,116,135,39,148,"2,789",,
Jun-21,June,2021,Total,All Ages,"24,717","34,098","13,962","7,005","6,360","2,665","1,826","3,470","93,951",,
May-21,May,2021,Female,0?4 years,"1,225","1,218",748,305,267,57,90,141,"4,050",,
May-21,May,2021,Female,5?9 years,985,"1,120",616,223,217,38,88,130,"3,413",,
May-21,May,2021,Female,10?14 years,"1,103",952,559,204,209,39,56,164,"3,281",,
May-21,May,2021,Female,15?17 years,"1,154",758,448,244,255,83,76,109,"3,123",,
May-21,May,2021,Female,18?19 years,"1,080",845,429,202,243,119,60,104,"3,079",,
May-21,May,2021,Female,20?24 years,"2,067","2,179",962,434,558,215,128,209,"6,729",,
May-21,May,2021,Female,25?29 years,"1,335","2,307",794,485,425,170,103,198,"5,803",,
May-21,May,2021,Female,30?34 years,"1,314","2,567",836,557,473,163,114,186,"6,189",,
May-21,May,2021,Female,35?39 years,"1,256","2,496",779,570,441,148,112,241,"6,027",,
May-21,May,2021,Female,40?44 years,"1,082","2,052",642,466,319,116,87,178,"4,922",,
May-21,May,2021,Female,45?49 years,875,"1,648",490,288,245,99,60,141,"3,837",,
May-21,May,2021,Female,50?54 years,646,"1,162",331,250,155,71,26,113,"2,752",,
May-21,May,2021,Female,55?59 years,417,698,197,131,83,38,26,85,"1,673",,
May-21,May,2021,Female,60?64 years,261,454,108,106,61,29,9,44,"1,070",,
May-21,May,2021,Female,65+ years,373,677,141,120,60,70,10,58,"1,509",,
May-21,May,2021,Female,All Females,"15,173","21,133","8,080","4,585","4,011","1,455","1,045","2,101","57,457",,
May-21,May,2021,Male,0?4 years,"1,258","1,180",794,302,307,54,81,133,"4,106",,
May-21,May,2021,Male,5?9 years,"1,043","1,147",680,230,237,56,83,146,"3,618",,
May-21,May,2021,Male,10?14 years,926,964,531,266,211,31,54,182,"3,162",,
May-21,May,2021,Male,15?17 years,802,627,350,168,145,61,59,87,"2,297",,
May-21,May,2021,Male,18?19 years,603,531,248,92,140,64,30,33,"1,735",,
May-21,May,2021,Male,20?24 years,"1,048","1,005",409,153,238,121,50,51,"3,071",,
May-21,May,2021,Male,25?29 years,511,888,271,127,156,96,54,47,"2,148",,
May-21,May,2021,Male,30?34 years,463,937,343,112,169,82,45,58,"2,203",,
May-21,May,2021,Male,35?39 years,590,"1,038",380,180,203,103,61,71,"2,618",,
May-21,May,2021,Male,40?44 years,659,"1,113",389,171,198,113,67,87,"2,789",,
May-21,May,2021,Male,45?49 years,662,"1,036",365,166,181,123,53,77,"2,655",,
May-21,May,2021,Male,50?54 years,508,805,305,168,124,85,54,110,"2,154",,
May-21,May,2021,Male,55?59 years,357,545,210,97,86,68,36,75,"1,471",,
May-21,May,2021,Male,60?64 years,227,329,130,70,51,48,17,55,927,,
May-21,May,2021,Male,65+ years,278,508,155,100,75,64,26,80,"1,284",,
May-21,May,2021,Male,All Males,"9,935","12,653","5,560","2,402","2,521","1,169",770,"1,292","36,238",,
May-21,May,2021,Total,0?4 years,"2,483","2,398","1,542",607,574,111,171,274,"8,156",,
May-21,May,2021,Total,5?9 years,"2,028","2,267","1,296",453,454,94,171,276,"7,031",,
May-21,May,2021,Total,10?14 years,"2,029","1,916","1,090",470,420,70,110,346,"6,443",,
May-21,May,2021,Total,15?17 years,"1,956","1,385",798,412,400,144,135,196,"5,420",,
May-21,May,2021,Total,18?19 years,"1,683","1,376",677,294,383,183,90,137,"4,814",,
May-21,May,2021,Total,20?24 years,"3,115","3,184","1,371",587,796,336,178,260,"9,800",,
May-21,May,2021,Total,25?29 years,"1,846","3,195","1,065",612,581,266,157,245,"7,951",,
May-21,May,2021,Total,30?34 years,"1,777","3,504","1,179",669,642,245,159,244,"8,392",,
May-21,May,2021,Total,35?39 years,"1,846","3,534","1,159",750,644,251,173,312,"8,645",,
May-21,May,2021,Total,40?44 years,"1,741","3,165","1,031",637,517,229,154,265,"7,711",,
May-21,May,2021,Total,45?49 years,"1,537","2,684",855,454,426,222,113,218,"6,492",,
May-21,May,2021,Total,50?54 years,"1,154","1,967",636,418,279,156,80,223,"4,906",,
May-21,May,2021,Total,55?59 years,774,"1,243",407,228,169,106,62,160,"3,144",,
May-21,May,2021,Total,60?64 years,488,783,238,176,112,77,26,99,"1,997",,
May-21,May,2021,Total,65+ years,651,"1,185",296,220,135,134,36,138,"2,793",,
May-21,May,2021,Total,All Ages,"25,108","33,786","13,640","6,987","6,532","2,624","1,815","3,393","93,695",,
Apr-21,April,2021,Female,0?4 years,"1,264","1,175",721,304,262,51,89,147,"4,010",,
Apr-21,April,2021,Female,5?9 years,952,"1,077",589,200,212,41,88,127,"3,284",,
Apr-21,April,2021,Female,10?14 years,"1,078",941,540,205,188,44,61,186,"3,240",,
Apr-21,April,2021,Female,15?17 years,"1,124",749,444,225,265,89,70,104,"3,066",,
Apr-21,April,2021,Female,18?19 years,"1,051",825,398,218,230,108,59,107,"2,990",,
Apr-21,April,2021,Female,20?24 years,"2,048","2,121",930,451,546,205,131,198,"6,613",,
Apr-21,April,2021,Female,25?29 years,"1,330","2,239",779,471,381,176,105,221,"5,678",,
Apr-21,April,2021,Female,30?34 years,"1,273","2,495",775,527,460,159,125,190,"5,984",,
Apr-21,April,2021,Female,35?39 years,"1,250","2,381",772,556,438,148,110,245,"5,880",,
Apr-21,April,2021,Female,40?44 years,"1,055","1,990",619,418,319,110,90,182,"4,773",,
Apr-21,April,2021,Female,45?49 years,868,"1,572",508,288,237,87,61,138,"3,749",,
Apr-21,April,2021,Female,50?54 years,635,"1,138",322,243,154,70,32,100,"2,693",,
Apr-21,April,2021,Female,55?59 years,410,633,196,138,90,38,24,74,"1,598",,
Apr-21,April,2021,Female,60?64 years,262,424,113,98,55,24,9,44,"1,025",,
Apr-21,April,2021,Female,65+ years,358,627,142,107,59,58,9,52,"1,411",,
Apr-21,April,2021,Female,All Females,"14,958","20,387","7,848","4,449","3,896","1,408","1,063","2,115","55,994",,
Apr-21,April,2021,Male,0?4 years,"1,269","1,179",756,281,308,56,90,142,"4,079",,
Apr-21,April,2021,Male,5?9 years,"1,055","1,136",635,240,216,50,80,151,"3,561",,
Apr-21,April,2021,Male,10?14 years,889,936,508,248,195,29,58,162,"3,022",,
Apr-21,April,2021,Male,15?17 years,793,599,334,164,147,56,53,83,"2,227",,
Apr-21,April,2021,Male,18?19 years,583,530,240,101,134,64,32,33,"1,712",,
Apr-21,April,2021,Male,20?24 years,"1,051","1,013",417,158,241,124,49,54,"3,104",,
Apr-21,April,2021,Male,25?29 years,503,819,278,129,151,94,51,51,"2,068",,
Apr-21,April,2021,Male,30?34 years,491,904,337,122,161,77,58,63,"2,206",,
Apr-21,April,2021,Male,35?39 years,597,"1,003",396,174,210,101,58,70,"2,602",,
Apr-21,April,2021,Male,40?44 years,626,"1,051",385,179,184,110,60,75,"2,665",,
Apr-21,April,2021,Male,45?49 years,655,962,373,157,173,112,60,81,"2,564",,
Apr-21,April,2021,Male,50?54 years,511,758,290,172,138,86,50,110,"2,108",,
Apr-21,April,2021,Male,55?59 years,364,509,204,101,83,69,39,76,"1,443",,
Apr-21,April,2021,Male,60?64 years,217,324,124,65,49,37,20,56,891,,
Apr-21,April,2021,Male,65+ years,292,507,135,91,64,57,29,76,"1,250",,
Apr-21,April,2021,Male,All Males,"9,896","12,230","5,412","2,382","2,454","1,122",787,"1,283","35,502",,
Apr-21,April,2021,Total,0?4 years,"2,533","2,354","1,477",585,570,107,179,289,"8,089",,
Apr-21,April,2021,Total,5?9 years,"2,007","2,213","1,224",440,428,91,168,278,"6,845",,
Apr-21,April,2021,Total,10?14 years,"1,967","1,877","1,048",453,383,73,119,348,"6,262",,
Apr-21,April,2021,Total,15?17 years,"1,917","1,348",778,389,412,145,123,187,"5,293",,
Apr-21,April,2021,Total,18?19 years,"1,634","1,355",638,319,364,172,91,140,"4,702",,
Apr-21,April,2021,Total,20?24 years,"3,099","3,134","1,347",609,787,329,180,252,"9,717",,
Apr-21,April,2021,Total,25?29 years,"1,833","3,058","1,057",600,532,270,156,272,"7,746",,
Apr-21,April,2021,Total,30?34 years,"1,764","3,399","1,112",649,621,236,183,253,"8,190",,
Apr-21,April,2021,Total,35?39 years,"1,847","3,384","1,168",730,648,249,168,315,"8,482",,
Apr-21,April,2021,Total,40?44 years,"1,681","3,041","1,004",597,503,220,150,257,"7,438",,
Apr-21,April,2021,Total,45?49 years,"1,523","2,534",881,445,410,199,121,219,"6,313",,
Apr-21,April,2021,Total,50?54 years,"1,146","1,896",612,415,292,156,82,210,"4,801",,
Apr-21,April,2021,Total,55?59 years,774,"1,142",400,239,173,107,63,150,"3,041",,
Apr-21,April,2021,Total,60?64 years,479,748,237,163,104,61,29,100,"1,916",,
Apr-21,April,2021,Total,65+ years,650,"1,134",277,198,123,115,38,128,"2,661",,
Apr-21,April,2021,Total,All Ages,"24,854","32,617","13,260","6,831","6,350","2,530","1,850","3,398","91,496",,
Mar-21,March,2021,Female,0?4 years,"1,234","1,166",762,318,270,49,86,138,"4,017",,
Mar-21,March,2021,Female,5?9 years,947,"1,080",611,223,239,47,83,132,"3,359",,
Mar-21,March,2021,Female,10?14 years,"1,060",938,542,212,222,47,61,178,"3,253",,
Mar-21,March,2021,Female,15?17 years,"1,114",767,485,247,282,105,67,112,"3,178",,
Mar-21,March,2021,Female,18?19 years,"1,042",820,407,214,240,111,59,96,"2,984",,
Mar-21,March,2021,Female,20?24 years,"2,090","2,152",930,489,583,210,135,214,"6,783",,
Mar-21,March,2021,Female,25?29 years,"1,348","2,309",799,516,405,182,106,200,"5,843",,
Mar-21,March,2021,Female,30?34 years,"1,298","2,544",816,580,505,180,137,218,"6,252",,
Mar-21,March,2021,Female,35?39 years,"1,271","2,416",770,561,436,154,120,251,"5,957",,
Mar-21,March,2021,Female,40?44 years,"1,072","2,041",621,453,353,116,88,167,"4,896",,
Mar-21,March,2021,Female,45?49 years,899,"1,611",503,315,233,99,63,156,"3,871",,
Mar-21,March,2021,Female,50?54 years,632,"1,122",336,245,165,78,31,113,"2,719",,
Mar-21,March,2021,Female,55?59 years,415,644,182,144,93,42,23,84,"1,624",,
Mar-21,March,2021,Female,60?64 years,257,397,121,96,51,24,10,50,"1,005",,
